student_id,fakultas,semester,wellbeing_score,academic_pressure,social_support,career_readiness,cluster_id,cluster_name,topik_keluhan,sentimen
MHS-00568,Ekonomi dan Bisnis,3,62,69,73,49,2,Career Concern,Biaya kuliah dan keuangan,Negatif
MHS-00569,Ekonomi dan Bisnis,6,58,36,83,86,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Positif
MHS-00570,Ilmu Budaya,5,41,88,39,51,1,Academic Pressure,Kesepian dan adaptasi sosial,Netral
MHS-00571,Teknik,7,78,44,86,68,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-00572,Hukum,1,54,51,68,37,2,Career Concern,Biaya kuliah dan keuangan,Negatif
MHS-00573,Teknik,4,46,66,67,44,2,Career Concern,Kegiatan dan komunitas,Positif
MHS-00574,MIPA,8,53,54,51,37,2,Career Concern,Kesepian dan adaptasi sosial,Negatif
MHS-00575,Teknik,3,47,91,68,49,1,Academic Pressure,Biaya kuliah dan keuangan,Negatif
MHS-00576,Hukum,3,43,80,60,63,1,Academic Pressure,Kecemasan karier dan magang,Negatif
MHS-00577,Kedokteran,6,47,87,53,51,1,Academic Pressure,Kecemasan karier dan magang,Negatif
MHS-00578,Ilmu Budaya,6,65,56,57,44,2,Career Concern,Kecemasan karier dan magang,Negatif
MHS-00579,MIPA,3,55,51,57,62,2,Career Concern,Kegiatan dan komunitas,Netral
MHS-00580,Kedokteran,1,48,44,44,65,3,Social Adaptation,Kesepian dan adaptasi sosial,Netral
MHS-00581,Kedokteran,4,53,56,48,41,2,Career Concern,Beban tugas dan ujian,Negatif
MHS-00582,MIPA,1,83,44,69,74,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-00583,MIPA,2,53,64,48,61,2,Career Concern,Kecemasan karier dan magang,Positif
MHS-00584,Ilmu Budaya,3,72,60,88,72,4,Balanced Wellbeing,Kegiatan dan komunitas,Netral
MHS-00585,Ilmu Budaya,2,73,42,80,52,2,Career Concern,Beban tugas dan ujian,Negatif
MHS-00586,Ilmu Budaya,5,46,48,41,61,3,Social Adaptation,Layanan kampus dan fasilitas,Negatif
MHS-00587,Ekonomi dan Bisnis,5,36,62,40,71,3,Social Adaptation,Biaya kuliah dan keuangan,Positif
MHS-00588,Ekonomi dan Bisnis,1,56,56,25,58,3,Social Adaptation,Beban tugas dan ujian,Positif
MHS-00589,Hukum,8,44,68,32,60,3,Social Adaptation,Dukungan dosen dan dosen wali,Positif
MHS-00590,Hukum,3,47,92,60,59,1,Academic Pressure,Biaya kuliah dan keuangan,Negatif
MHS-00591,MIPA,4,71,51,61,70,4,Balanced Wellbeing,Kegiatan dan komunitas,Netral
MHS-00592,Kedokteran,6,44,88,63,40,1,Academic Pressure,Beban tugas dan ujian,Netral
MHS-00593,Ekonomi dan Bisnis,2,45,95,39,61,1,Academic Pressure,Kecemasan karier dan magang,Negatif
MHS-00594,MIPA,2,64,36,70,72,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-00595,MIPA,6,69,46,70,85,4,Balanced Wellbeing,Kecemasan karier dan magang,Netral
MHS-00596,Ekonomi dan Bisnis,2,50,78,55,56,1,Academic Pressure,Kesepian dan adaptasi sosial,Netral
MHS-00597,MIPA,1,76,43,91,82,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-00598,Ekonomi dan Bisnis,3,50,48,42,55,3,Social Adaptation,Dukungan dosen dan dosen wali,Negatif
MHS-00599,Hukum,4,83,43,85,81,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Netral
MHS-00600,MIPA,1,49,87,51,68,1,Academic Pressure,Dukungan dosen dan dosen wali,Negatif
MHS-00601,Ekonomi dan Bisnis,6,68,53,61,81,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-00602,Kedokteran,5,72,54,70,72,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Positif
MHS-00603,Ekonomi dan Bisnis,7,45,63,56,29,2,Career Concern,Biaya kuliah dan keuangan,Positif
MHS-00604,Hukum,8,82,28,79,74,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-00605,Ekonomi dan Bisnis,2,53,88,51,50,1,Academic Pressure,Biaya kuliah dan keuangan,Positif
MHS-00606,Hukum,5,86,56,78,67,4,Balanced Wellbeing,Kegiatan dan komunitas,Positif
MHS-00607,Ilmu Budaya,2,51,55,55,44,2,Career Concern,Beban tugas dan ujian,Negatif
MHS-00608,Ekonomi dan Bisnis,7,50,83,65,57,1,Academic Pressure,Layanan kampus dan fasilitas,Netral
MHS-00609,Ekonomi dan Bisnis,5,59,88,56,37,1,Academic Pressure,Dukungan dosen dan dosen wali,Negatif
MHS-00610,Teknik,7,74,45,82,49,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-00611,Ilmu Budaya,7,33,76,50,63,1,Academic Pressure,Kecemasan karier dan magang,Negatif
MHS-00612,MIPA,3,39,62,29,55,3,Social Adaptation,Layanan kampus dan fasilitas,Negatif
MHS-00613,MIPA,1,51,47,61,46,2,Career Concern,Kecemasan karier dan magang,Positif
MHS-00614,Kedokteran,7,53,77,61,56,1,Academic Pressure,Biaya kuliah dan keuangan,Negatif
MHS-00615,Ekonomi dan Bisnis,1,68,66,64,41,2,Career Concern,Layanan kampus dan fasilitas,Negatif
MHS-00616,Kedokteran,7,55,58,34,47,3,Social Adaptation,Layanan kampus dan fasilitas,Negatif
MHS-00617,Kedokteran,3,44,75,41,51,1,Academic Pressure,Layanan kampus dan fasilitas,Negatif
MHS-00618,Kedokteran,1,53,61,41,53,3,Social Adaptation,Biaya kuliah dan keuangan,Positif
MHS-00619,Teknik,8,88,54,86,78,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-00620,Ilmu Budaya,5,60,51,56,42,2,Career Concern,Layanan kampus dan fasilitas,Netral
MHS-00621,Hukum,8,69,39,83,82,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Positif
MHS-00622,Kedokteran,8,66,50,73,67,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-00623,Ilmu Budaya,5,62,54,89,67,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-00624,Kedokteran,8,48,86,69,54,1,Academic Pressure,Kesepian dan adaptasi sosial,Netral
MHS-00625,Hukum,3,50,85,54,66,1,Academic Pressure,Dukungan dosen dan dosen wali,Positif
MHS-00626,Ilmu Budaya,6,50,79,42,42,1,Academic Pressure,Dukungan dosen dan dosen wali,Netral
MHS-00627,MIPA,5,78,49,78,55,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Positif
MHS-00628,Ekonomi dan Bisnis,7,70,55,69,82,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-00629,Teknik,6,57,70,54,44,2,Career Concern,Layanan kampus dan fasilitas,Negatif
MHS-00630,Teknik,1,83,43,76,59,4,Balanced Wellbeing,Kegiatan dan komunitas,Positif
MHS-00631,Hukum,6,73,40,71,81,4,Balanced Wellbeing,Kegiatan dan komunitas,Netral
MHS-00632,Kedokteran,2,78,61,78,36,2,Career Concern,Kegiatan dan komunitas,Positif
MHS-00633,Teknik,5,41,84,59,41,1,Academic Pressure,Kegiatan dan komunitas,Negatif
MHS-00634,Teknik,3,82,42,64,82,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-00635,Hukum,3,69,43,75,61,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-00636,Hukum,3,44,91,59,55,1,Academic Pressure,Kegiatan dan komunitas,Netral
MHS-00637,Kedokteran,5,60,56,66,53,2,Career Concern,Kecemasan karier dan magang,Negatif
MHS-00638,MIPA,4,63,51,63,44,2,Career Concern,Beban tugas dan ujian,Positif
MHS-00639,Kedokteran,3,41,86,54,55,1,Academic Pressure,Layanan kampus dan fasilitas,Negatif
MHS-00640,Ekonomi dan Bisnis,5,64,49,89,82,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Positif
MHS-00641,Ekonomi dan Bisnis,7,51,96,54,46,1,Academic Pressure,Kegiatan dan komunitas,Negatif
MHS-00642,Teknik,8,56,57,34,49,3,Social Adaptation,Kecemasan karier dan magang,Positif
MHS-00643,MIPA,1,41,87,52,50,1,Academic Pressure,Beban tugas dan ujian,Negatif
MHS-00644,Teknik,1,95,38,69,66,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Netral
MHS-00645,Ekonomi dan Bisnis,8,61,74,42,59,3,Social Adaptation,Biaya kuliah dan keuangan,Positif
MHS-00646,Kedokteran,6,52,65,42,59,3,Social Adaptation,Kesepian dan adaptasi sosial,Negatif
MHS-00647,Ilmu Budaya,3,75,52,85,69,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Positif
MHS-00648,Hukum,8,51,86,61,53,1,Academic Pressure,Kesepian dan adaptasi sosial,Negatif
MHS-00649,Hukum,3,68,59,58,45,2,Career Concern,Beban tugas dan ujian,Negatif
MHS-00650,Ekonomi dan Bisnis,1,75,31,69,69,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Positif
MHS-00651,Hukum,2,44,82,51,57,1,Academic Pressure,Kesepian dan adaptasi sosial,Negatif
MHS-00652,Hukum,5,66,61,59,35,2,Career Concern,Layanan kampus dan fasilitas,Netral
MHS-00653,MIPA,3,31,67,55,57,3,Social Adaptation,Kecemasan karier dan magang,Positif
MHS-00654,Kedokteran,3,75,35,77,71,4,Balanced Wellbeing,Kecemasan karier dan magang,Positif
MHS-00655,Hukum,3,83,57,77,87,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-00656,Kedokteran,4,84,39,77,76,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-00657,Hukum,7,57,66,34,61,3,Social Adaptation,Beban tugas dan ujian,Negatif
MHS-00658,MIPA,2,46,77,43,52,1,Academic Pressure,Biaya kuliah dan keuangan,Negatif
MHS-00659,Ilmu Budaya,5,70,58,60,49,2,Career Concern,Layanan kampus dan fasilitas,Negatif
MHS-00660,Kedokteran,6,44,83,49,43,1,Academic Pressure,Biaya kuliah dan keuangan,Netral
MHS-00661,Ilmu Budaya,5,62,49,81,71,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Netral
MHS-00662,Ekonomi dan Bisnis,2,48,82,41,54,3,Social Adaptation,Dukungan dosen dan dosen wali,Positif
MHS-00663,Ilmu Budaya,7,65,60,73,44,2,Career Concern,Kegiatan dan komunitas,Netral
MHS-00664,Hukum,7,62,49,54,24,2,Career Concern,Kegiatan dan komunitas,Negatif
MHS-00665,Hukum,3,69,84,58,47,1,Academic Pressure,Dukungan dosen dan dosen wali,Negatif
MHS-00666,Teknik,3,61,69,43,64,3,Social Adaptation,Kecemasan karier dan magang,Positif
MHS-00667,Ilmu Budaya,1,42,83,50,66,1,Academic Pressure,Biaya kuliah dan keuangan,Negatif
MHS-00668,Kedokteran,1,83,35,71,68,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-00669,Teknik,7,89,36,80,76,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-00670,Hukum,7,48,61,68,41,2,Career Concern,Beban tugas dan ujian,Negatif
MHS-00671,Hukum,8,47,59,54,27,2,Career Concern,Kecemasan karier dan magang,Positif
MHS-00672,Ekonomi dan Bisnis,4,68,55,56,50,2,Career Concern,Biaya kuliah dan keuangan,Netral
MHS-00673,Ilmu Budaya,5,53,89,60,33,1,Academic Pressure,Kecemasan karier dan magang,Negatif
MHS-00674,Teknik,2,73,49,87,59,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Negatif
MHS-00675,MIPA,5,47,89,53,53,1,Academic Pressure,Kecemasan karier dan magang,Positif
MHS-00676,Teknik,2,66,88,61,32,1,Academic Pressure,Kegiatan dan komunitas,Netral
MHS-00677,Kedokteran,3,79,46,68,62,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-00678,Ekonomi dan Bisnis,8,85,52,77,77,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Positif
MHS-00679,Ilmu Budaya,6,56,64,60,56,2,Career Concern,Dukungan dosen dan dosen wali,Netral
MHS-00680,Ilmu Budaya,6,59,74,54,48,2,Career Concern,Beban tugas dan ujian,Negatif
MHS-00681,Ilmu Budaya,1,56,65,26,65,3,Social Adaptation,Kesepian dan adaptasi sosial,Positif
MHS-00682,MIPA,5,86,50,77,62,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-00683,MIPA,3,57,42,68,44,2,Career Concern,Dukungan dosen dan dosen wali,Negatif
MHS-00684,Hukum,7,43,56,29,70,3,Social Adaptation,Kegiatan dan komunitas,Negatif
MHS-00685,Kedokteran,4,55,47,79,61,2,Career Concern,Beban tugas dan ujian,Netral
MHS-00686,Kedokteran,7,66,64,32,56,3,Social Adaptation,Layanan kampus dan fasilitas,Negatif
MHS-00687,Kedokteran,1,48,63,35,54,3,Social Adaptation,Kesepian dan adaptasi sosial,Negatif
MHS-00688,Ekonomi dan Bisnis,6,45,43,30,44,3,Social Adaptation,Biaya kuliah dan keuangan,Negatif
MHS-00689,MIPA,4,47,52,38,65,3,Social Adaptation,Kegiatan dan komunitas,Positif
MHS-00690,Ekonomi dan Bisnis,8,55,61,58,45,2,Career Concern,Beban tugas dan ujian,Negatif
MHS-00691,Ilmu Budaya,8,45,65,29,58,3,Social Adaptation,Dukungan dosen dan dosen wali,Positif
MHS-00692,Teknik,4,46,77,50,36,1,Academic Pressure,Kesepian dan adaptasi sosial,Negatif
MHS-00693,MIPA,5,68,56,58,46,2,Career Concern,Beban tugas dan ujian,Netral
MHS-00694,Ilmu Budaya,1,57,61,70,54,2,Career Concern,Biaya kuliah dan keuangan,Positif
MHS-00695,MIPA,5,63,65,67,37,2,Career Concern,Layanan kampus dan fasilitas,Negatif
MHS-00696,Ilmu Budaya,8,78,42,87,82,4,Balanced Wellbeing,Kecemasan karier dan magang,Positif
MHS-00697,Hukum,8,45,65,30,64,3,Social Adaptation,Dukungan dosen dan dosen wali,Negatif
MHS-00698,Hukum,2,38,71,50,62,1,Academic Pressure,Kecemasan karier dan magang,Positif
MHS-00699,Hukum,3,62,44,78,73,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-00700,MIPA,1,73,44,73,72,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Positif
MHS-00701,Teknik,3,62,54,61,47,2,Career Concern,Biaya kuliah dan keuangan,Negatif
MHS-00702,Teknik,1,53,62,56,39,2,Career Concern,Biaya kuliah dan keuangan,Negatif
MHS-00703,MIPA,4,47,70,65,47,2,Career Concern,Kesepian dan adaptasi sosial,Netral
MHS-00704,Hukum,4,43,91,56,52,1,Academic Pressure,Beban tugas dan ujian,Negatif
MHS-00705,Teknik,4,34,77,52,59,1,Academic Pressure,Kegiatan dan komunitas,Positif
MHS-00706,Teknik,8,67,44,87,69,4,Balanced Wellbeing,Kegiatan dan komunitas,Netral
MHS-00707,Kedokteran,4,53,78,54,64,1,Academic Pressure,Layanan kampus dan fasilitas,Positif
MHS-00708,Hukum,5,53,63,33,43,3,Social Adaptation,Kesepian dan adaptasi sosial,Negatif
MHS-00709,Kedokteran,4,86,42,92,72,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Positif
MHS-00710,Ilmu Budaya,1,62,63,37,57,3,Social Adaptation,Beban tugas dan ujian,Netral
MHS-00711,Teknik,1,76,36,82,62,4,Balanced Wellbeing,Kegiatan dan komunitas,Positif
MHS-00712,Hukum,1,68,53,68,83,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-00713,Teknik,5,54,82,61,48,1,Academic Pressure,Kegiatan dan komunitas,Netral
MHS-00714,Ekonomi dan Bisnis,7,54,77,60,38,2,Career Concern,Beban tugas dan ujian,Positif
MHS-00715,Teknik,3,44,53,33,48,3,Social Adaptation,Dukungan dosen dan dosen wali,Negatif
MHS-00716,Hukum,5,34,79,59,63,1,Academic Pressure,Dukungan dosen dan dosen wali,Netral
MHS-00717,Ilmu Budaya,5,52,61,45,54,3,Social Adaptation,Beban tugas dan ujian,Netral
MHS-00718,Ilmu Budaya,6,80,42,78,82,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-00719,Ekonomi dan Bisnis,4,81,45,72,55,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-00720,Kedokteran,4,46,82,60,34,1,Academic Pressure,Beban tugas dan ujian,Negatif
MHS-00721,Ilmu Budaya,2,70,45,89,78,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-00722,Teknik,8,63,57,75,60,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-00723,Ilmu Budaya,4,43,59,35,60,3,Social Adaptation,Kegiatan dan komunitas,Netral
MHS-00724,Hukum,1,62,44,56,39,2,Career Concern,Kesepian dan adaptasi sosial,Netral
MHS-00725,Ekonomi dan Bisnis,5,45,71,64,37,1,Academic Pressure,Biaya kuliah dan keuangan,Negatif
MHS-00726,Hukum,6,48,79,51,59,1,Academic Pressure,Biaya kuliah dan keuangan,Netral
MHS-00727,Hukum,3,52,55,71,42,2,Career Concern,Beban tugas dan ujian,Negatif
MHS-00728,Teknik,6,35,100,51,47,1,Academic Pressure,Kecemasan karier dan magang,Netral
MHS-00729,Ilmu Budaya,6,44,71,48,55,3,Social Adaptation,Kecemasan karier dan magang,Negatif
MHS-00730,Ekonomi dan Bisnis,4,68,54,58,35,2,Career Concern,Kesepian dan adaptasi sosial,Positif
MHS-00731,Teknik,6,77,50,87,73,4,Balanced Wellbeing,Beban tugas dan ujian,Netral
MHS-00732,Kedokteran,3,56,58,43,57,3,Social Adaptation,Kecemasan karier dan magang,Positif
MHS-00733,Teknik,3,50,63,47,43,3,Social Adaptation,Kesepian dan adaptasi sosial,Netral
MHS-00734,MIPA,7,40,84,51,55,1,Academic Pressure,Dukungan dosen dan dosen wali,Negatif
MHS-00735,Hukum,4,78,53,72,81,4,Balanced Wellbeing,Beban tugas dan ujian,Positif
MHS-00736,Ekonomi dan Bisnis,8,61,64,57,39,2,Career Concern,Kecemasan karier dan magang,Positif
MHS-00737,Kedokteran,8,53,68,47,49,3,Social Adaptation,Layanan kampus dan fasilitas,Negatif
MHS-00738,MIPA,1,73,36,79,82,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-00739,Kedokteran,5,52,75,45,35,2,Career Concern,Layanan kampus dan fasilitas,Negatif
MHS-00740,Ilmu Budaya,8,50,64,30,57,3,Social Adaptation,Kesepian dan adaptasi sosial,Negatif
MHS-00741,Teknik,5,60,65,57,38,2,Career Concern,Kegiatan dan komunitas,Netral
MHS-00742,Kedokteran,4,58,63,55,51,2,Career Concern,Dukungan dosen dan dosen wali,Negatif
MHS-00743,Hukum,5,48,74,66,57,3,Social Adaptation,Beban tugas dan ujian,Positif
MHS-00744,Hukum,3,90,41,80,72,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-00745,Ilmu Budaya,6,44,58,62,31,2,Career Concern,Kegiatan dan komunitas,Negatif
MHS-00746,Ekonomi dan Bisnis,3,68,50,81,72,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Positif
MHS-00747,Hukum,5,71,53,76,66,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Netral
MHS-00748,MIPA,7,73,78,41,46,1,Academic Pressure,Kesepian dan adaptasi sosial,Negatif
MHS-00749,Teknik,3,56,88,38,57,1,Academic Pressure,Beban tugas dan ujian,Netral
MHS-00750,Ekonomi dan Bisnis,4,55,62,44,53,3,Social Adaptation,Biaya kuliah dan keuangan,Netral
MHS-00751,Teknik,3,57,75,34,60,3,Social Adaptation,Layanan kampus dan fasilitas,Negatif
MHS-00752,Hukum,8,80,61,74,87,4,Balanced Wellbeing,Kecemasan karier dan magang,Netral
MHS-00753,Teknik,7,55,54,66,44,2,Career Concern,Layanan kampus dan fasilitas,Positif
MHS-00754,Ilmu Budaya,6,65,48,79,67,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Positif
MHS-00755,Ilmu Budaya,8,80,39,84,84,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Positif
MHS-00756,Hukum,5,63,58,66,39,2,Career Concern,Dukungan dosen dan dosen wali,Positif
MHS-00757,Teknik,2,23,83,30,43,1,Academic Pressure,Layanan kampus dan fasilitas,Positif
MHS-00758,Hukum,8,39,81,66,57,1,Academic Pressure,Kesepian dan adaptasi sosial,Negatif
MHS-00759,Ilmu Budaya,8,47,94,62,61,1,Academic Pressure,Kesepian dan adaptasi sosial,Negatif
MHS-00760,Teknik,2,85,57,82,69,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-00761,Ekonomi dan Bisnis,1,49,70,59,58,1,Academic Pressure,Dukungan dosen dan dosen wali,Netral
MHS-00762,Hukum,5,38,60,36,54,3,Social Adaptation,Kesepian dan adaptasi sosial,Negatif
MHS-00763,Ilmu Budaya,1,82,42,80,77,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-00764,Ekonomi dan Bisnis,1,58,72,57,47,1,Academic Pressure,Kesepian dan adaptasi sosial,Netral
MHS-00765,Ekonomi dan Bisnis,4,36,48,31,63,3,Social Adaptation,Beban tugas dan ujian,Negatif
MHS-00766,Hukum,6,51,65,75,49,2,Career Concern,Beban tugas dan ujian,Negatif
MHS-00767,MIPA,3,53,61,14,52,3,Social Adaptation,Biaya kuliah dan keuangan,Positif
MHS-00768,Hukum,6,66,26,77,67,4,Balanced Wellbeing,Kegiatan dan komunitas,Netral
MHS-00769,Hukum,1,66,49,79,64,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-00770,Ilmu Budaya,5,42,84,58,54,1,Academic Pressure,Kecemasan karier dan magang,Negatif
MHS-00771,Kedokteran,6,60,34,79,66,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Positif
MHS-00772,Kedokteran,4,63,47,63,56,2,Career Concern,Kecemasan karier dan magang,Netral
MHS-00773,Kedokteran,3,43,70,48,47,1,Academic Pressure,Kesepian dan adaptasi sosial,Netral
MHS-00774,Ekonomi dan Bisnis,4,99,53,83,72,4,Balanced Wellbeing,Kecemasan karier dan magang,Netral
MHS-00775,MIPA,8,50,89,49,47,1,Academic Pressure,Dukungan dosen dan dosen wali,Negatif
MHS-00776,MIPA,7,71,52,71,75,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-00777,MIPA,3,73,47,85,70,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Positif
MHS-00778,Ilmu Budaya,4,50,67,65,45,2,Career Concern,Kecemasan karier dan magang,Positif
MHS-00779,Hukum,6,70,51,73,78,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-00780,Ekonomi dan Bisnis,7,75,64,54,50,2,Career Concern,Biaya kuliah dan keuangan,Positif
MHS-00781,Ilmu Budaya,4,70,40,87,76,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-00782,Hukum,3,87,48,86,82,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Negatif
MHS-00783,Hukum,2,50,84,53,44,1,Academic Pressure,Layanan kampus dan fasilitas,Positif
MHS-00784,MIPA,5,54,51,45,40,2,Career Concern,Dukungan dosen dan dosen wali,Negatif
MHS-00785,Hukum,4,38,71,52,55,1,Academic Pressure,Dukungan dosen dan dosen wali,Negatif
MHS-00786,Hukum,5,79,46,76,64,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-00787,Ekonomi dan Bisnis,3,38,82,62,58,1,Academic Pressure,Kecemasan karier dan magang,Negatif
MHS-00788,Hukum,3,54,77,47,43,1,Academic Pressure,Beban tugas dan ujian,Negatif
MHS-00789,Teknik,5,50,55,60,40,2,Career Concern,Kegiatan dan komunitas,Positif
MHS-00790,Kedokteran,8,51,95,48,58,1,Academic Pressure,Kesepian dan adaptasi sosial,Positif
MHS-00791,Ilmu Budaya,7,46,67,38,65,3,Social Adaptation,Layanan kampus dan fasilitas,Negatif
MHS-00792,Ekonomi dan Bisnis,1,36,85,52,35,1,Academic Pressure,Layanan kampus dan fasilitas,Negatif
MHS-00793,MIPA,7,76,54,73,59,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-00794,Kedokteran,8,83,46,93,78,4,Balanced Wellbeing,Kecemasan karier dan magang,Netral
MHS-00795,Hukum,2,31,90,76,42,1,Academic Pressure,Dukungan dosen dan dosen wali,Negatif
MHS-00796,Ilmu Budaya,2,85,36,79,72,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Positif
MHS-00797,Ekonomi dan Bisnis,4,73,47,52,45,2,Career Concern,Kecemasan karier dan magang,Positif
MHS-00798,Kedokteran,4,56,55,77,36,2,Career Concern,Dukungan dosen dan dosen wali,Negatif
MHS-00799,Hukum,6,54,89,54,48,1,Academic Pressure,Kegiatan dan komunitas,Negatif
MHS-00800,Hukum,7,38,96,54,39,1,Academic Pressure,Kegiatan dan komunitas,Negatif
MHS-00801,MIPA,6,42,91,62,69,1,Academic Pressure,Kecemasan karier dan magang,Positif
MHS-00802,Kedokteran,6,57,85,67,33,1,Academic Pressure,Kegiatan dan komunitas,Netral
MHS-00803,Ekonomi dan Bisnis,5,51,69,29,55,3,Social Adaptation,Kegiatan dan komunitas,Negatif
MHS-00804,Kedokteran,5,57,44,62,42,2,Career Concern,Layanan kampus dan fasilitas,Positif
MHS-00805,Ilmu Budaya,1,61,48,67,74,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-00806,Ekonomi dan Bisnis,8,80,34,95,79,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-00807,Kedokteran,7,86,45,73,84,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-00808,MIPA,1,72,36,85,78,4,Balanced Wellbeing,Kegiatan dan komunitas,Positif
MHS-00809,Hukum,4,41,65,42,54,3,Social Adaptation,Dukungan dosen dan dosen wali,Netral
MHS-00810,Hukum,3,51,66,38,67,1,Academic Pressure,Beban tugas dan ujian,Negatif
MHS-00811,Hukum,7,59,80,37,40,1,Academic Pressure,Kecemasan karier dan magang,Negatif
MHS-00812,Hukum,2,61,58,29,66,3,Social Adaptation,Kegiatan dan komunitas,Negatif
MHS-00813,Hukum,4,48,62,41,60,3,Social Adaptation,Beban tugas dan ujian,Netral
MHS-00814,Hukum,7,84,52,53,97,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Netral
MHS-00815,MIPA,8,77,41,80,72,4,Balanced Wellbeing,Beban tugas dan ujian,Netral
MHS-00816,Ekonomi dan Bisnis,3,85,55,96,70,4,Balanced Wellbeing,Beban tugas dan ujian,Netral
MHS-00817,Teknik,2,49,86,40,46,1,Academic Pressure,Beban tugas dan ujian,Netral
MHS-00818,MIPA,5,58,59,55,62,2,Career Concern,Dukungan dosen dan dosen wali,Netral
MHS-00819,Hukum,2,80,45,54,38,2,Career Concern,Dukungan dosen dan dosen wali,Positif
MHS-00820,Kedokteran,5,67,42,57,40,2,Career Concern,Kecemasan karier dan magang,Positif
MHS-00821,Hukum,7,45,78,36,57,1,Academic Pressure,Dukungan dosen dan dosen wali,Negatif
MHS-00822,Hukum,3,40,73,52,41,1,Academic Pressure,Kesepian dan adaptasi sosial,Positif
MHS-00823,Hukum,7,63,58,60,53,2,Career Concern,Beban tugas dan ujian,Negatif
MHS-00824,Ekonomi dan Bisnis,7,84,57,79,77,4,Balanced Wellbeing,Beban tugas dan ujian,Positif
MHS-00825,MIPA,5,63,38,86,78,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-00826,MIPA,7,58,54,66,32,2,Career Concern,Kesepian dan adaptasi sosial,Netral
